Lower tier local authorities Code,Lower tier local authorities,Age (61 categories) Code,Age (61 categories),Sex (2 categories) Code,Sex (2 categories),Ethnic group (6 categories) Code,Ethnic group (6 categories),Tenure of household (7 categories) Code,Tenure of household (7 categories),Observation
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,8
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,5
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,4
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,3
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,51,Aged 65 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,0,Owned: Owns outright,1031
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,174
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,252
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,3,Social rented: Other social rented,85
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,71
E06000023,Bristol,51,Aged 65 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,15
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,11
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,2
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,2
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,0
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,4
E06000023,Bristol,51,Aged 65 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,51,Aged 65 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,33
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,18
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,1
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,1
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,6
E06000023,Bristol,51,Aged 65 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,19
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,12
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,18
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,18
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,3
E06000023,Bristol,51,Aged 65 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,7
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,4
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,4
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,4
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,2
E06000023,Bristol,51,Aged 65 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,0,Owned: Owns outright,1000
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,228
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,225
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,3,Social rented: Other social rented,72
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,87
E06000023,Bristol,51,Aged 65 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,14
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,2
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,3
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,1
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,2
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,1
E06000023,Bristol,51,Aged 65 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,52,Aged 66 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,28
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,16
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,3
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,3
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,6
E06000023,Bristol,52,Aged 66 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,23
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,6
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,15
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,13
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,1
E06000023,Bristol,52,Aged 66 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,8
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,3
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,6
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,4
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,2
E06000023,Bristol,52,Aged 66 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,0,Owned: Owns outright,1082
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,142
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,205
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,3,Social rented: Other social rented,69
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,60
E06000023,Bristol,52,Aged 66 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,28
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,7
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,2
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,2
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,2
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,1
E06000023,Bristol,52,Aged 66 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,52,Aged 66 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,24
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,29
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,6
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,6
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,11
E06000023,Bristol,52,Aged 66 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,4
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,14
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,18
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,16
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,8
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,8
E06000023,Bristol,52,Aged 66 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,9
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,1
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,1
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,2
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,2
E06000023,Bristol,52,Aged 66 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,0,Owned: Owns outright,984
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,155
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,229
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,3,Social rented: Other social rented,74
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,76
E06000023,Bristol,52,Aged 66 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,19
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,10
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,1
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,2
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,2
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,52,Aged 66 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,53,Aged 67 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,40
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,9
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,7
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,5
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,5
E06000023,Bristol,53,Aged 67 years,1,Female,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,22
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,6
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,12
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,11
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,1
E06000023,Bristol,53,Aged 67 years,1,Female,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,3
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,10
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,3
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,3
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,0
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,2
E06000023,Bristol,53,Aged 67 years,1,Female,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,0,Owned: Owns outright,1118
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,117
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,2,Social rented: Rents from council or Local Authority,238
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,3,Social rented: Other social rented,88
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,4,Private rented: Private landlord or letting agency,50
E06000023,Bristol,53,Aged 67 years,1,Female,4,White,5,Private rented: Other private rented or lives rent free,19
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,0,Owned: Owns outright,2
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,1
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,1
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,3,Social rented: Other social rented,1
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,53,Aged 67 years,1,Female,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,53,Aged 67 years,2,Male,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,45
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,17
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",2,Social rented: Rents from council or Local Authority,7
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",3,Social rented: Other social rented,5
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",4,Private rented: Private landlord or letting agency,3
E06000023,Bristol,53,Aged 67 years,2,Male,1,"Asian, Asian British or Asian Welsh",5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",0,Owned: Owns outright,12
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",1,Owned: Owns with a mortgage or loan or shared ownership,13
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",2,Social rented: Rents from council or Local Authority,13
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",3,Social rented: Other social rented,9
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",4,Private rented: Private landlord or letting agency,3
E06000023,Bristol,53,Aged 67 years,2,Male,2,"Black, Black British, Black Welsh, Caribbean or African",5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,0,Owned: Owns outright,6
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,1,Owned: Owns with a mortgage or loan or shared ownership,2
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,2,Social rented: Rents from council or Local Authority,1
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,3,Social rented: Other social rented,0
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,53,Aged 67 years,2,Male,3,Mixed or Multiple ethnic groups,5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,0,Owned: Owns outright,1012
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,1,Owned: Owns with a mortgage or loan or shared ownership,138
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,2,Social rented: Rents from council or Local Authority,209
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,3,Social rented: Other social rented,78
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,4,Private rented: Private landlord or letting agency,75
E06000023,Bristol,53,Aged 67 years,2,Male,4,White,5,Private rented: Other private rented or lives rent free,11
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,-8,Does not apply,0
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,0,Owned: Owns outright,7
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,1,Owned: Owns with a mortgage or loan or shared ownership,5
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,2,Social rented: Rents from council or Local Authority,1
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,3,Social rented: Other social rented,3
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,53,Aged 67 years,2,Male,5,Other ethnic group,5,Private rented: Other private rented or lives rent free,1
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,-8,Does not apply,0
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,0,Owned: Owns outright,0
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,1,Owned: Owns with a mortgage or loan or shared ownership,0
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,2,Social rented: Rents from council or Local Authority,0
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,3,Social rented: Other social rented,0
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,4,Private rented: Private landlord or letting agency,0
E06000023,Bristol,54,Aged 68 years,1,Female,-8,Does not apply,5,Private rented: Other private rented or lives rent free,0
E06000023,Bristol,54,Aged 68 years,1,Female,1,"Asian, Asian British or Asian Welsh",-8,Does not apply,0
E06000023,Bristol,54,Aged 68 years,1,Female,1,"Asian, Asian British or Asian Welsh",0,Owned: Owns outright,40
E06000023,Bristol,54,Aged 68 years,1,Female,1,"Asian, Asian British or Asian Welsh",1,Owned: Owns with a mortgage or loan or shared ownership,20
